"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
487,88,"20218379","SMAN 2 TAMBUN SELATAN",532.317,"JAWA BARAT","KAB. BEKASI","SMA"
488,56,"20102564","SMAN 87 JAKARTA",532.094,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
489,50,"69955659","MAN INSAN CENDEKIA BANGKA TENGAH",531.994,"KEPULAUAN BANGKA BELITUNG","KAB. BANGKA TENGAH","MA"
490,14,"20220338","SMAN 9 BOGOR",531.991,"JAWA BARAT","KOTA BOGOR","SMA"
491,126,"20504478","SMAN 2 BOJONEGORO",531.984,"JAWA TIMUR","KAB. BOJONEGORO","SMA"
492,76,"20101625","SMAN 16 JAKARTA",531.945,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
493,31,"20603361","SMAN 3 KABUPATEN TANGERANG",531.92,"BANTEN","KAB. TANGERANG","SMA"
494,195,"69754032","SMAS INSAN CENDEKIA MADANI",531.869,"BANTEN","KOTA TANGERANG SELATAN","SMA"
495,14,"10603853","SMA NEGERI 06 PALEMBANG",531.844,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
496,46,"20321907","SMAN 1 KENDAL",531.794,"JAWA TENGAH","KAB. KENDAL","SMA"
497,107,"20533661","SMAN 10",531.79,"JAWA TIMUR","KOTA MALANG","SMA"
498,139,"20300727","SMA NEGERI 3 CILACAP",531.67,"JAWA TENGAH","KAB. CILACAP","SMA"
499,173,"20100780","SMAN 80 JAKARTA",531.455,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
500,10,"20219249","SMAN 23 BANDUNG",531.405,"JAWA BARAT","KOTA BANDUNG","SMA"
501,66,"69946479","SMA EDU GLOBAL",531.402,"JAWA BARAT","KOTA BANDUNG","SMA"
502,19,"20217786","SMAN 1 KARAWANG",531.401,"JAWA BARAT","KAB. KARAWANG","SMA"
503,8,"20223043","SMAN 6 BEKASI",531.389,"JAWA BARAT","KOTA BEKASI","SMA"
504,359,"20177928","MAN 13 JAKARTA",531.315,"DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
505,88,"20506254","SMA NEGERI 2 LAMONGAN",531.259,"JAWA TIMUR","KAB. LAMONGAN","SMA"
506,196,"20510147","SMAN 2 PONOROGO",531.255,"JAWA TIMUR","KAB. PONOROGO","SMA"
507,69,"20321448","SMK NEGERI 2 TEMANGGUNG",531.231,"JAWA TENGAH","KAB. TEMANGGUNG","SMK"
508,117,"20219250","SMAN 22 BANDUNG",531.19,"JAWA BARAT","KOTA BANDUNG","SMA"
509,40,"20254358","SMAS GLOBAL MANDIRI",531.159,"JAWA BARAT","KAB. BOGOR","SMA"
510,33,"60403474","SMAS AVEROS",531.102,"PAPUA BARAT","KOTA SORONG","SMA"
511,99,"20103784","SMKN 48 JAKARTA",531.052,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMK"
512,1,"20220325","SMAS BUDI MULIA",531.046,"JAWA BARAT","KOTA BOGOR","SMA"
513,59,"20306186","SMKN 2 PURWOREJO",531.036,"JAWA TENGAH","KAB. PURWOREJO","SMK"
514,55,"10210903","SMAS METHODIST 2 MEDAN",530.953,"SUMATERA UTARA","KOTA MEDAN","SMA"
515,12,"10303500","SMAN 3 PADANG",530.817,"SUMATERA BARAT","KOTA PADANG","SMA"
516,78,"20534122","SMAN 3 TARUNA ANGKASA MADIUN",530.77,"JAWA TIMUR","KOTA MADIUN","SMA"
517,173,"20308442","SMAN 1 SIMO",530.732,"JAWA TENGAH","KAB. BOYOLALI","SMA"
518,206,"20329508","SMA Negeri 3 Pekalongan",530.716,"JAWA TENGAH","KOTA PEKALONGAN","SMA"
519,29,"20532231","SMAN 20 SURABAYA",530.702,"JAWA TIMUR","KOTA SURABAYA","SMA"
520,106,"10302476","SMAN 1 BATU SANGKAR",530.692,"SUMATERA BARAT","KAB. TANAH DATAR","SMA"
521,111,"20400380","SMA NEGERI 2 BANGUNTAPAN",530.657,"DI YOGYAKARTA","KAB. BANTUL","SMA"
522,121,"20329512","SMK Negeri 2 Pekalongan",530.617,"JAWA TENGAH","KOTA PEKALONGAN","SMK"
523,58,"20306806","SMA NEGERI 2 WONOSOBO",530.46,"JAWA TENGAH","KAB. WONOSOBO","SMA"
524,185,"20511953","SMAN 1 PARE",530.419,"JAWA TIMUR","KAB. KEDIRI","SMA"
525,55,"20219238","SMAN 15 BANDUNG",530.341,"JAWA BARAT","KOTA BANDUNG","SMA"
526,170,"20103279","SMAN 9 JAKARTA",530.331,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
527,260,"20401160","SMAN 1 GAMPING",530.292,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
528,112,"69965070","SMA THURSINA IIBS",530.275,"JAWA TIMUR","KAB. MALANG","SMA"
529,17,"20103308","SMAN 59 JAKARTA",530.106,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
530,202,"20507726","SMAN 1 GEGER",530.026,"JAWA TIMUR","KAB. MADIUN","SMA"
531,11,"20339023","SMA NEGERI 2 PATI",529.929,"JAWA TENGAH","KAB. PATI","SMA"
532,363,"20400374","SMA NEGERI 1 PUNDONG",529.916,"DI YOGYAKARTA","KAB. BANTUL","SMA"
533,215,"20328898","SMA NEGERI 15",529.887,"JAWA TENGAH","KOTA SEMARANG","SMA"
534,201,"20403157","SMAS MUHAMMADIYAH 1 YOGYAKARTA",529.848,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
535,73,"20613768","SMAN 6 KOTA TANGERANG SELATAN",529.757,"BANTEN","KOTA TANGERANG SELATAN","SMA"
536,1,"20574536","SMA AL MUSLIM ",529.754,"JAWA TIMUR","KAB. SIDOARJO","SMA"
537,97,"20103258","SMAN 93 JAKARTA",529.75,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
538,403,"20362426","SMAS ISLAM AL-AZHAR SOLO BARU",529.75,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
539,18,"10303499","SMAN 2 PADANG",529.713,"SUMATERA BARAT","KOTA PADANG","SMA"
540,98,"20220273","SMKN 1 BOGOR",529.627,"JAWA BARAT","KOTA BOGOR","SMK"
541,23,"20533803","SMKS TELKOM SANDHY PUTRA",529.611,"JAWA TIMUR","KOTA MALANG","SMK"
542,142,"20606829","SMAN 7 TANGERANG",529.526,"BANTEN","KOTA TANGERANG","SMA"
543,101,"30304260","SMAN 7 BANJARMASIN",529.502,"KALIMANTAN SELATAN","KOTA BANJARMASIN","SMA"
544,161,"20402796","SMA NEGERI 1 SENTOLO",529.403,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
545,123,"20223032","SMAN 11 BEKASI",529.402,"JAWA BARAT","KOTA BEKASI","SMA"
546,52,"10497552","SMA IT AL ITTIHAD",529.3,"RIAU","KOTA PEKANBARU","SMA"
547,82,"20270492","SMAN 8 DEPOK",529.253,"JAWA BARAT","KOTA DEPOK","SMA"
548,94,"20402810","SMA NEGERI 1 PENGASIH",529.241,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
549,163,"20309681","SMAN 1 JOGONALAN",529.137,"JAWA TENGAH","KAB. KLATEN","SMA"
550,214,"20101585","SMAN 94 JAKARTA",528.946,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
551,103,"50101121","SMAN 1 TABANAN",528.926,"BALI","KAB. TABANAN","SMA"
552,110,"69774555","SMA ISLAM AL-AZHAR 8",528.846,"JAWA BARAT","KOTA BEKASI","SMA"
553,144,"20401125","SMAN 1 SEYEGAN",528.843,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
554,46,"10900232","SMAN 1 SUNGAI LIAT",528.811,"KEPULAUAN BANGKA BELITUNG","KAB. BANGKA","SMA"
555,31,"60726806","SMAIT INSANTAMA PLUS",528.767,"JAWA BARAT","KOTA BOGOR","SMA"
556,50,"69880982","SMA BINA INSAN MANDIRI",528.615,"JAWA TIMUR","KAB. NGANJUK","SMA"
557,173,"20517736","SMAN 1 TUMPANG",528.57,"JAWA TIMUR","KAB. MALANG","SMA"
558,201,"20317501","SMAN 2 KUDUS",528.54,"JAWA TENGAH","KAB. KUDUS","SMA"
559,170,"20546529","SMA TARUNA DRA. ZULAEHA",528.516,"JAWA TIMUR","KAB. PROBOLINGGO","SMA"
560,83,"69765014","SMAS ALBANNA",528.451,"BALI","KOTA DENPASAR","SMA"
561,215,"20102210","SMAN 46 JAKARTA",528.426,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
562,123,"20535052","SMAN 3 BLITAR",528.383,"JAWA TIMUR","KOTA BLITAR","SMA"
563,75,"20307713","SMAN 1 MERTOYUDAN",528.351,"JAWA TENGAH","KAB. MAGELANG","SMA"
564,3,"10303904","SMAN 1 PAYAKUMBUH",528.348,"SUMATERA BARAT","KOTA PAYAKUMBUH","SMA"
565,20,"11002199","SMAN 5 BATAM",528.264,"KEPULAUAN RIAU","KOTA BATAM","SMA"
566,154,"69982590","SMA AL WILDAN ISLAMIC SCHOOL",528.239,"BANTEN","KAB. TANGERANG","SMA"
567,80,"11000433","SMAN 1 TANJUNGPINANG",528.233,"KEPULAUAN RIAU","KOTA TANJUNGPINANG","SMA"
568,369,"10603865","SMA NEGERI 01 PALEMBANG",528.208,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
569,19,"20265284","SMAS YOS SUDARSO",528.179,"JAWA BARAT","KAB. KARAWANG","SMA"
570,140,"20103289","SMAN 106 JAKARTA",528.174,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
571,82,"20523828","SMAN AMBULU",528.106,"JAWA TIMUR","KAB. JEMBER","SMA"
572,131,"20312173","SMAN KARANGPANDAN",528.088,"JAWA TENGAH","KAB. KARANGANYAR","SMA"
573,267,"20103305","SMAN 64 JAKARTA",528.074,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
574,65,"60724851","SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN",527.938,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
575,132,"20522640","SMAN 1 SITUBONDO",527.869,"JAWA TIMUR","KAB. SITUBONDO","SMA"
576,105,"20324218","SMAN 1 COMAL",527.856,"JAWA TENGAH","KAB. PEMALANG","SMA"
577,9,"20219324","SMAN 9 BANDUNG",527.83,"JAWA BARAT","KOTA BANDUNG","SMA"
578,36,"20540294","SMA DARUL ULUM 2 UNGGULAN BPPT",527.816,"JAWA TIMUR","KAB. JOMBANG","SMA"
579,154,"20307710","SMAN 1 SALAMAN",527.744,"JAWA TENGAH","KAB. MAGELANG","SMA"
580,137,"20100210","SMAN 5 JAKARTA",527.678,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
581,47,"20231704","SMAS ANANDA",527.635,"JAWA BARAT","KOTA BEKASI","SMA"
582,2,"20580757","MAS UNGGULAN AMANATUL UMMAH SURABAYA",527.612,"JAWA TIMUR","KOTA SURABAYA","MA"
583,180,"20501862","SMAN 1 GEDANGAN",527.596,"JAWA TIMUR","KAB. SIDOARJO","SMA"
584,6,"20219239","SMAN 14 BANDUNG",527.562,"JAWA BARAT","KOTA BANDUNG","SMA"
585,64,"20100211","SMAN 4 JAKARTA",527.461,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
586,92,"20532218","SMAN 18 SURABAYA",527.435,"JAWA TIMUR","KOTA SURABAYA","SMA"
587,28,"20224136","SMK NEGERI 1 CIMAHI",527.393,"JAWA BARAT","KOTA CIMAHI","SMK"
588,162,"20521711","SMAN 2 BONDOWOSO",527.249,"JAWA TIMUR","KAB. BONDOWOSO","SMA"
589,71,"10206580","SMAN 1 MATAULI PANDAN",527.082,"SUMATERA UTARA","KAB. TAPANULI TENGAH","SMA"
590,40,"30400382","SMAN 1 BERAU",527.06,"KALIMANTAN TIMUR","KAB. BERAU","SMA"
591,55,"20400416","SMK NEGERI 1 BANTUL",526.989,"DI YOGYAKARTA","KAB. BANTUL","SMK"
592,67,"20330330","SMKN 1 GOMBONG",526.82,"JAWA TENGAH","KAB. KEBUMEN","SMK"
593,127,"20314884","SMAN 1 CEPU",526.774,"JAWA TENGAH","KAB. BLORA","SMA"
594,126,"69987117","MAN INSAN CENDEKIA TAPANULI SELATAN",526.77,"SUMATERA UTARA","KAB. TAPANULI SELATAN","MA"
595,78,"20533655","SMAS KATOLIK SANTA MARIA",526.767,"JAWA TIMUR","KOTA MALANG","SMA"
596,279,"20339022","SMA NEGERI 1 TAYU",526.758,"JAWA TENGAH","KAB. PATI","SMA"
597,204,"69946713","SMA ISLAM AL AZHAR 9 YOGYAKARTA",526.744,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
598,163,"10263550","SMAN 2 LINTONGNIHUTA",526.701,"SUMATERA UTARA","KAB. HUMBANG HASUDUTAN","SMA"
599,31,"20603270","SMAN 4 KOTA TANGERANG SELATAN",526.664,"BANTEN","KOTA TANGERANG SELATAN","SMA"
600,226,"20312172","SMAN KEBAKKRAMAT",526.658,"JAWA TENGAH","KAB. KARANGANYAR","SMA"
601,8,"10600905","SMAN 1 UNGGULAN MUARA ENIM",526.603,"SUMATERA SELATAN","KAB. MUARA ENIM","SMA"
602,91,"20403227","SMAS BOPKRI 1",526.585,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
603,138,"20515450","SMAN 1 BOYOLANGU",526.579,"JAWA TIMUR","KAB. TULUNGAGUNG","SMA"
604,143,"69961248","SMA IT PUTRI AL HANIF",526.543,"BANTEN","KOTA CILEGON","SMA"
605,16,"10303905","SMAN 2 PAYAKUMBUH",526.472,"SUMATERA BARAT","KOTA PAYAKUMBUH","SMA"
606,11,"10504553","SMAN 3 KOTA JAMBI",526.404,"JAMBI","KOTA JAMBI","SMA"
607,34,"20306180","SMKN 1 PURWOREJO",526.358,"JAWA TENGAH","KAB. PURWOREJO","SMK"
608,12,"20223040","SMAN 9 BEKASI",526.19,"JAWA BARAT","KOTA BEKASI","SMA"
609,7,"10303610","SMAN 2 PADANG PANJANG",526.139,"SUMATERA BARAT","KOTA PADANG PANJANG","SMA"
610,45,"20103787","SMKN 26 JAKARTA",526.113,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMK"
611,211,"20403295","SMKN 7 YOGYAKARTA",526.091,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
612,134,"20213893","SMAN 1 MAJALENGKA",526.057,"JAWA BARAT","KAB. MAJALENGKA","SMA"
613,23,"30304598","SMAN 2 BANJARBARU",526.053,"KALIMANTAN SELATAN","KOTA BANJARBARU","SMA"
614,17,"20102211","SMAN 43 JAKARTA",526.028,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
615,242,"20318337","SMA NEGERI 1 WELAHAN",525.997,"JAWA TENGAH","KAB. JEPARA","SMA"
616,230,"20402116","SMAN 1 SEMIN",525.95,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
617,189,"20306811","SMK NEGERI 1 WONOSOBO",525.927,"JAWA TENGAH","KAB. WONOSOBO","SMK"
618,93,"20305013","SMAN 1 KUTOWINANGUN",525.869,"JAWA TENGAH","KAB. KEBUMEN","SMA"
619,22,"20532088","SMAS KATOLIK ST CAROLUS",525.855,"JAWA TIMUR","KOTA SURABAYA","SMA"
620,210,"20107289","SMA CHARITAS",525.847,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
621,132,"20224112","SMA NEGERI 5 CIMAHI",525.763,"JAWA BARAT","KOTA CIMAHI","SMA"
622,363,"20327971","SMAN 6 SURAKARTA",525.763,"JAWA TENGAH","KOTA SURAKARTA","SMA"
623,47,"20529954","SMAN 1 SUMENEP",525.76,"JAWA TIMUR","KAB. SUMENEP","SMA"
624,236,"20300729","SMA NEGERI 1 SIDAREJA",525.75,"JAWA TENGAH","KAB. CILACAP","SMA"
625,153,"69883506","SMA GARUDA CENDEKIA",525.638,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
626,35,"20277119","MAN 2 KOTA BOGOR",525.523,"JAWA BARAT","KOTA BOGOR","MA"
627,144,"30304280","SMAN 1 BANJARMASIN",525.509,"KALIMANTAN SELATAN","KOTA BANJARMASIN","SMA"
628,205,"20538394","SMAN 1 KERTOSONO",525.481,"JAWA TIMUR","KAB. NGANJUK","SMA"
629,85,"20219247","SMAN 25 BANDUNG",525.466,"JAWA BARAT","KOTA BANDUNG","SMA"
630,77,"20603267","SMAN 7 KOTA TANGERANG SELATAN",525.386,"BANTEN","KOTA TANGERANG SELATAN","SMA"
631,235,"20101500","SMKN 42 JAKARTA",525.277,"DKI JAKARTA","KOTA JAKARTA BARAT","SMK"
632,205,"20103300","SMAN 88 JAKARTA",525.217,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
633,68,"10403996","SMAS CENDANA",525.152,"RIAU","KOTA PEKANBARU","SMA"
634,11,"10805055","SMAN 1 PRINGSEWU",525.137,"LAMPUNG","KAB. PRINGSEWU","SMA"
635,53,"20363221","MAS PPMI ASSALAAM",525.047,"JAWA TENGAH","KAB. SUKOHARJO","MA"
636,83,"20263963","SMKN KEHUTANAN KADIPATEN",525.013,"JAWA BARAT","KAB. MAJALENGKA","SMK"
637,207,"10307525","SMAN 3 BUKITTINGGI",525.006,"SUMATERA BARAT","KOTA BUKITTINGGI","SMA"
638,157,"20303246","SMAN 2 PURBALINGGA",524.995,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
639,80,"20517786","SMAS AR ROHMAH DAU",524.935,"JAWA TIMUR","KAB. MALANG","SMA"
640,49,"20330332","SMKN 1 KEBUMEN",524.905,"JAWA TENGAH","KAB. KEBUMEN","SMK"
641,117,"20407372","SMAS TERPADU BINA UMAT",524.754,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
642,102,"20363001","MAS WATHONIYAH ISLAMIYAH KARANGDUWUR",524.638,"JAWA TENGAH","KAB. KEBUMEN","MA"
643,78,"10300299","SMA NEGERI 1 AMPEK ANGKEK",524.58,"SUMATERA BARAT","KAB. AGAM","SMA"
644,357,"20311325","SMKN 1 WONOGIRI",524.54,"JAWA TENGAH","KAB. WONOGIRI","SMK"
645,9,"20327608","SMKN 1 MAGELANG",524.518,"JAWA TENGAH","KOTA MAGELANG","SMK"
646,145,"20237987","SMAN 1 CIKARANG PUSAT",524.468,"JAWA BARAT","KAB. BEKASI","SMA"
647,156,"20310418","SMAN 1 TAWANGSARI",524.185,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
648,77,"10211316","SMAS METHODIST",524.137,"SUMATERA UTARA","KOTA BINJAI","SMA"
649,207,"20103287","SMAN 11 JAKARTA",524.129,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
650,162,"20532243","SMAN 10 SURABAYA",524.104,"JAWA TIMUR","KOTA SURABAYA","SMA"
651,28,"20402127","SMAN 2 PLAYEN",524.09,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
652,48,"20224510","SMA Negeri 2 Tasikmalaya",524.058,"JAWA BARAT","KOTA TASIKMALAYA","SMA"
653,72,"69767796","SMAS KRISTEN 2 KUPANG",524.053,"NUSA TENGGARA TIMUR","KOTA KUPANG","SMA"
654,118,"20313028","SMAN 2 SRAGEN",523.984,"JAWA TENGAH","KAB. SRAGEN","SMA"
655,122,"20400389","SMA NEGERI 3 BANTUL",523.929,"DI YOGYAKARTA","KAB. BANTUL","SMA"
656,104,"20329845","SMAN 3 TEGAL",523.89,"JAWA TENGAH","KOTA TEGAL","SMA"
657,14,"20307727","SMAN 1 GRABAG",523.866,"JAWA TENGAH","KAB. MAGELANG","SMA"
658,124,"20100212","SMAN 35 JAKARTA",523.838,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
659,203,"30401697","SMAN 1 TARAKAN",523.785,"KALIMANTAN UTARA","KOTA TARAKAN","SMA"
660,23,"20402817","SMK N 2 PENGASIH",523.755,"DI YOGYAKARTA","KAB. KULON PROGO","SMK"
661,218,"20101604","SMAN 57 JAKARTA",523.621,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
662,73,"50101705","SMAN 1 KUTA",523.593,"BALI","KAB. BADUNG","SMA"
663,50,"20219316","SMAN 7 BANDUNG",523.575,"JAWA BARAT","KOTA BANDUNG","SMA"
664,54,"20319280","SMAN 1 DEMAK",523.553,"JAWA TENGAH","KAB. DEMAK","SMA"
665,124,"20214989","SMAN 1 SUMBER",523.521,"JAWA BARAT","KAB. CIREBON","SMA"
666,16,"50103181","SMAS K SANTO YOSEPH DENPASAR",523.5,"BALI","KOTA DENPASAR","SMA"
667,76,"20525855","SMAN 1 GIRI",523.274,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
668,12,"20231316","SMAS MARDI WALUYA",523.209,"JAWA BARAT","KAB. BOGOR","SMA"
669,4,"20200685","SMAN 1 CIAWI BOGOR",523.194,"JAWA BARAT","KAB. BOGOR","SMA"
670,3,"20320244","SMA NEGERI 1 TENGARAN",523.179,"JAWA TENGAH","KAB. SEMARANG","SMA"
671,188,"20403146","SMAS STELLA DUCE 2",523.175,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
672,65,"20112433","SMAS JAKARTA ISLAMIC SCHOOL",523.119,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
673,328,"20307677","SMAN 1 DUKUN",523.079,"JAWA TENGAH","KAB. MAGELANG","SMA"
674,119,"20533639","SMAN 7",523.045,"JAWA TIMUR","KOTA MALANG","SMA"
675,59,"20220341","SMAN 10 BOGOR",523.005,"JAWA BARAT","KOTA BOGOR","SMA"
676,92,"30300239","SMAN 1 MARTAPURA",522.998,"KALIMANTAN SELATAN","KAB. BANJAR","SMA"
677,109,"10901003","SMAN 1 MANGGAR",522.867,"KEPULAUAN BANGKA BELITUNG","KAB. BELITUNG TIMUR","SMA"
678,75,"30401787","SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA",522.816,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
679,145,"10307309","SMAN 1 PARIAMAN",522.753,"SUMATERA BARAT","KOTA PARIAMAN","SMA"
680,168,"20404175","SMAS PANGUDI LUHUR",522.749,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
681,26,"10400870","SMAS CENDANA MANDAU",522.742,"RIAU","KAB. BENGKALIS","SMA"
682,256,"20606271","SMAN 2 KRAKATAU STEEL CILEGON",522.721,"BANTEN","KOTA CILEGON","SMA"
683,229,"20103280","SMAN 36 JAKARTA",522.709,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
684,106,"20534383","SMAN 7 KEDIRI",522.694,"JAWA TIMUR","KOTA KEDIRI","SMA"
685,316,"20303227","SMAN 1 KEJOBONG",522.666,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
686,153,"20252288","SMAS PRESIDEN (BOARDING SCHOOL)",522.63,"JAWA BARAT","KAB. BEKASI","SMA"
687,239,"20223068","SMAS PANGUDI LUHUR II",522.622,"JAWA BARAT","KOTA BEKASI","SMA"
688,313,"20503408","SMA NEGERI MOJOAGUNG",522.622,"JAWA TIMUR","KAB. JOMBANG","SMA"
689,124,"20302183","SMA NEGERI 1 JATILAWANG",522.571,"JAWA TENGAH","KAB. BANYUMAS","SMA"
690,214,"30101943","SMAN 1 SANGGAU",522.522,"KALIMANTAN BARAT","KAB. SANGGAU","SMA"
691,47,"20229161","SMAS MARDI YUANA PANCORAN MAS",522.503,"JAWA BARAT","KOTA DEPOK","SMA"
692,39,"10201985","SMA NEGERI 1 KABANJAHE",522.487,"SUMATERA UTARA","KAB. KARO","SMA"
693,95,"69766210","SMAN 10 KAUR (PENTAGON)",522.465,"BENGKULU","KAB. KAUR","SMA"
694,121,"20584134","MAN 1 BLITAR",522.404,"JAWA TIMUR","KAB. BLITAR","MA"
695,28,"69978360","MAN INSAN CENDEKIA BENGKULU TENGAH",522.384,"BENGKULU","KAB. BENGKULU TENGAH","MA"
696,171,"20503407","SMA NEGERI NGORO",522.357,"JAWA TIMUR","KAB. JOMBANG","SMA"
697,45,"20219240","SMAN 13 BANDUNG",522.32,"JAWA BARAT","KOTA BANDUNG","SMA"
698,118,"20320241","SMA NEGERI 2 UNGARAN",522.23,"JAWA TENGAH","KAB. SEMARANG","SMA"
699,93,"20532261","SMAN 7 SURABAYA",522.21,"JAWA TIMUR","KOTA SURABAYA","SMA"
700,135,"30401058","SMA Negeri 3 Samarinda",522.203,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
701,45,"20309690","SMAN 3 KLATEN",522.132,"JAWA TENGAH","KAB. KLATEN","SMA"
702,153,"20103312","SMAN 51 JAKARTA",522.131,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
703,297,"20606846","SMAN 4 TANGERANG",522.115,"BANTEN","KOTA TANGERANG","SMA"
704,45,"10211702","SMAN 4 PEMATANG SIANTAR",522.086,"SUMATERA UTARA","KOTA PEMATANGSIANTAR","SMA"
705,31,"20107306","SMAS ISLAM AL-AZHAR 3 JAKARTA",522.068,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
706,16,"20337795","SMAS IT AL HIKMAH KARANGGEDE",522.009,"JAWA TENGAH","KAB. BOYOLALI","SMA"
707,103,"20219720","SMAS DARUL HIKAM BANDUNG",521.981,"JAWA BARAT","KOTA BANDUNG","SMA"
708,2,"20220313","SMAS MARDI YUANA",521.973,"JAWA BARAT","KOTA BOGOR","SMA"
709,31,"20363282","MAN 2 YOGYAKARTA",521.967,"DI YOGYAKARTA","KOTA YOGYAKARTA","MA"
710,131,"50101696","SMAN 1 KUTA UTARA",521.951,"BALI","KAB. BADUNG","SMA"
711,44,"20501703","SMAN 1 WARU",521.872,"JAWA TIMUR","KAB. SIDOARJO","SMA"
712,49,"69965701","SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO",521.841,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
713,89,"20606289","SMAN 1 CILEGON",521.776,"BANTEN","KOTA CILEGON","SMA"
714,156,"50103122","SMAN 5 DENPASAR",521.761,"BALI","KOTA DENPASAR","SMA"
715,30,"20363090","MAS NU BANAT KUDUS",521.702,"JAWA TENGAH","KAB. KUDUS","MA"
716,35,"20325279","SMAN 3 SLAWI",521.689,"JAWA TENGAH","KAB. TEGAL","SMA"
717,49,"69829549","SMA SYUBBANUL WATHON",521.66,"JAWA TENGAH","KAB. MAGELANG","SMA"
718,51,"20203739","SMAN 1 CIANJUR",521.587,"JAWA BARAT","KAB. CIANJUR","SMA"
719,282,"10600236","SMAN 2 SEKAYU",521.58,"SUMATERA SELATAN","KAB. MUSI BANYUASIN","SMA"
720,281,"20101584","SMAN 95 JAKARTA",521.568,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
721,41,"20363035","MAN SALATIGA",521.562,"JAWA TENGAH","KOTA SALATIGA","MA"
722,262,"20321974","SMAN 1 BOJA",521.531,"JAWA TENGAH","KAB. KENDAL","SMA"
723,211,"69775683","SMAS IT AR RAIHAN ",521.513,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
724,193,"10403985","SMA NEGERI 1 PEKANBARU",521.502,"RIAU","KOTA PEKANBARU","SMA"
725,195,"69893966","SMA GLOBAL ISLAMIC SCHOOL 2",521.445,"BANTEN","KOTA TANGERANG SELATAN","SMA"
726,169,"10403792","SMAN PINTAR",521.351,"RIAU","KAB. KUANTAN SINGINGI","SMA"
727,82,"10303781","SMAN 1 SOLOK",521.298,"SUMATERA BARAT","KOTA SOLOK","SMA"
728,33,"69943715","SMA AL ADZKAR",521.134,"BANTEN","KOTA TANGERANG SELATAN","SMA"
729,21,"20231720","SMAN 14 BEKASI",521.124,"JAWA BARAT","KOTA BEKASI","SMA"
730,112,"20219257","SMAN 10 BANDUNG",521.105,"JAWA BARAT","KOTA BANDUNG","SMA"
