"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
892,NA,20274909,"SMAS ISTIQAMAH",516.49,"JAWA BARAT","KOTA BANDUNG","SMA"
893,-246,20310418,"SMAN 1 TAWANGSARI",516.46,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
894,-165,20231720,"SMAN 14 BEKASI",516.437,"JAWA BARAT","KOTA BEKASI","SMA"
895,-295,20312172,"SMAN KEBAKKRAMAT",516.354,"JAWA TENGAH","KAB. KARANGANYAR","SMA"
896,NA,69984672,"SMAIT NURUL ILMI",516.35,"JAMBI","KOTA JAMBI","SMA"
897,-273,20300729,"SMA NEGERI 1 SIDAREJA",516.307,"JAWA TENGAH","KAB. CILACAP","SMA"
898,-71,69851425,"SMA NEGERI 10 DEPOK",516.257,"JAWA BARAT","KOTA DEPOK","SMA"
899,-200,20532261,"SMAN 7 SURABAYA",516.21,"JAWA TIMUR","KOTA SURABAYA","SMA"
900,NA,69918146,"SMAN 4 CIBINONG",516.172,"JAWA BARAT","KAB. BOGOR","SMA"
901,-209,10201985,"SMA NEGERI 1 KABANJAHE",516.134,"SUMATERA UTARA","KAB. KARO","SMA"
902,NA,20363220,"MAS AL MUKMIN NGRUKI",516.094,"JAWA TENGAH","KAB. SUKOHARJO","MA"
903,NA,69899184,"SMA MUHAMMADIYAH 04 DEPOK",516.04,"JAWA BARAT","KOTA DEPOK","SMA"
904,-130,20219237,"SMAN 16 BANDUNG",516.01,"JAWA BARAT","KOTA BANDUNG","SMA"
905,-216,20302183,"SMA NEGERI 1 JATILAWANG",515.953,"JAWA TENGAH","KAB. BANYUMAS","SMA"
906,-343,20307713,"SMAN 1 MERTOYUDAN",515.879,"JAWA TENGAH","KAB. MAGELANG","SMA"
907,NA,20232466,"SMKN 1 BOJONG GEDE",515.878,"JAWA BARAT","KAB. BOGOR","SMK"
908,NA,20317564,"SMKS RADEN UMAR SAID KUDUS",515.827,"JAWA TENGAH","KAB. KUDUS","SMK"
909,-129,20219178,"SMKN 1 BANDUNG",515.817,"JAWA BARAT","KOTA BANDUNG","SMK"
910,NA,11002198,"SMAN 4 BATAM",515.763,"KEPULAUAN RIAU","KOTA BATAM","SMA"
911,-254,20307727,"SMAN 1 GRABAG",515.749,"JAWA TENGAH","KAB. MAGELANG","SMA"
912,-341,20523828,"SMAN AMBULU",515.737,"JAWA TIMUR","KAB. JEMBER","SMA"
913,NA,69986644,"SMAS ISLAM TERPADU ULIL ALBAB",515.7,"KEPULAUAN RIAU","KOTA BATAM","SMA"
914,NA,20300728,"SMA NEGERI 2 CILACAP",515.69,"JAWA TENGAH","KAB. CILACAP","SMA"
915,NA,20517735,"SMAN 1 SUMBERPUCUNG",515.66,"JAWA TIMUR","KAB. MALANG","SMA"
916,-527,20217357,"SMAN 1 PURWAKARTA",515.61,"JAWA BARAT","KAB. PURWAKARTA","SMA"
917,NA,20302173,"SMAN 1 SOKARAJA",515.544,"JAWA TENGAH","KAB. BANYUMAS","SMA"
918,NA,20223042,"SMAN 7 BEKASI",515.536,"JAWA BARAT","KOTA BEKASI","SMA"
919,-267,20224510,"SMA Negeri 2 Tasikmalaya",515.527,"JAWA BARAT","KOTA TASIKMALAYA","SMA"
920,NA,20318342,"SMA NEGERI 1 DONOROJO",515.462,"JAWA TENGAH","KAB. JEPARA","SMA"
921,NA,50102078,"SMAN 1 BLAHBATUH",515.46,"BALI","KAB. GIANYAR","SMA"
922,NA,20103791,"SMKN 10 JAKARTA",515.454,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMK"
923,NA,20102230,"SMAN 108 JAKARTA",515.307,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
924,NA,20402809,"SMA NEGERI 1 LENDAH",515.299,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
925,NA,40310213,"SMAS ISLAM ATHIRAH",515.283,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
926,-188,20102597,"SMKN 8 JAKARTA",515.248,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
927,NA,20363187,"MAN PURWOREJO",515.232,"JAWA TENGAH","KAB. PURWOREJO","MA"
928,NA,69774571,"SMAS IT DARUT TAQWA",515.229,"JAWA TIMUR","KAB. PONOROGO","SMA"
929,66,20331953,"SMAS MUHAMMADIYAH WONOSOBO",515.221,"JAWA TENGAH","KAB. WONOSOBO","SMA"
930,NA,20511006,"SMAN 1 NGADIROJO",515.204,"JAWA TIMUR","KAB. PACITAN","SMA"
931,NA,20327973,"SMAN 8 SURAKARTA",515.193,"JAWA TENGAH","KOTA SURAKARTA","SMA"
932,NA,20511952,"SMAN 1 PLEMAHAN",515.162,"JAWA TIMUR","KAB. KEDIRI","SMA"
933,NA,10107310,"SMAS LAB SCHOOL",515.138,"ACEH","KOTA BANDA ACEH","SMA"
934,NA,20503372,"SMK NEGERI 3 JOMBANG",515.118,"JAWA TIMUR","KAB. JOMBANG","SMK"
935,NA,20100200,"SMAN 7 JAKARTA",515.114,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
936,NA,20227827,"SMA TERPADU BAITURRAHMAN",515.111,"JAWA BARAT","KAB. BANDUNG","SMA"
937,-152,10700669,"SMAN 1 REJANG LEBONG",515.109,"BENGKULU","KAB. REJANG LEBONG","SMA"
938,NA,20100812,"SMAN 45 JAKARTA",515.08,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
939,NA,20277070,"MAN 2 Kota Bandung",515.032,"JAWA BARAT","KOTA BANDUNG","MA"
940,NA,30401516,"SMKN 1 BALIKPAPAN",514.988,"KALIMANTAN TIMUR","KOTA BALIKPAPAN","SMK"
941,NA,20546530,"SMAS TUNAS LUHUR",514.949,"JAWA TIMUR","KAB. PROBOLINGGO","SMA"
942,NA,20327935,"SMAS BATIK 1 SURAKARTA",514.884,"JAWA TENGAH","KOTA SURAKARTA","SMA"
943,NA,11002189,"SMAS KARTINI",514.88,"KEPULAUAN RIAU","KOTA BATAM","SMA"
944,NA,20536818,"SMAN 2 BATU",514.831,"JAWA TIMUR","KOTA BATU","SMA"
945,NA,20363027,"MAN KOTA MAGELANG",514.825,"JAWA TENGAH","KOTA MAGELANG","MA"
946,NA,20231303,"SMAS NURUL HIKMAH",514.799,"JAWA BARAT","KAB. BOGOR","SMA"
947,-346,10600905,"SMAN 1 UNGGULAN MUARA ENIM",514.798,"SUMATERA SELATAN","KAB. MUARA ENIM","SMA"
948,NA,10210864,"SMAN 15 MEDAN",514.763,"SUMATERA UTARA","KOTA MEDAN","SMA"
949,-111,20219141,"SMKN 7 BANDUNG",514.739,"JAWA BARAT","KOTA BANDUNG","SMK"
950,-84,20537011,"SMAN 1 KEBOMAS",514.671,"JAWA TIMUR","KAB. GRESIK","SMA"
951,NA,20532262,"SMAN 8 SURABAYA",514.656,"JAWA TIMUR","KOTA SURABAYA","SMA"
952,-34,30315160,"MAN 2 SAMARINDA",514.58,"KALIMANTAN TIMUR","KOTA SAMARINDA","MA"
953,-467,10807070,"SMAN 9 BANDAR LAMPUNG",514.516,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
954,-219,20326490,"SMAN 1 BUMIAYU",514.511,"JAWA TENGAH","KAB. BREBES","SMA"
955,NA,30203478,"SMAN 2 PALANGKA RAYA",514.489,"KALIMANTAN TENGAH","KOTA PALANGKA RAYA","SMA"
956,-315,20407372,"SMAS TERPADU BINA UMAT",514.394,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
957,-21,20306174,"SMAN 4 PURWOREJO",514.37,"JAWA TENGAH","KAB. PURWOREJO","SMA"
958,NA,69728578,"SMAS IT AL FIDAA",514.353,"JAWA BARAT","KAB. BEKASI","SMA"
959,NA,20103302,"SMAN 76 JAKARTA",514.302,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
960,-195,20311331,"SMAN 2 WONOGIRI",514.128,"JAWA TENGAH","KAB. WONOGIRI","SMA"
961,NA,10603844,"SMA NEGERI 03 PALEMBANG",514.128,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
962,NA,20324212,"SMAN 2 PEMALANG",514.125,"JAWA TENGAH","KAB. PEMALANG","SMA"
963,NA,20535098,"SMKN 2 BLITAR",514.056,"JAWA TIMUR","KOTA BLITAR","SMK"
964,NA,20500481,"SMAN 1 CERME",514.048,"JAWA TIMUR","KAB. GRESIK","SMA"
965,NA,20502721,"SMAN 1 GEDEG",514.044,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
966,NA,20501698,"SMAN 1 WONOAYU",514.021,"JAWA TIMUR","KAB. SIDOARJO","SMA"
967,NA,20177926,"MAN 11 JAKARTA",514.004,"DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
968,NA,69763270,"SMAS IT BAITUL MUSLIM",513.985,"LAMPUNG","KAB. LAMPUNG TIMUR","SMA"
969,NA,69950015,"SMA Islam Terpadu Granada",513.957,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
970,NA,20309672,"SMKN 1 PEDAN",513.94,"JAWA TENGAH","KAB. KLATEN","SMK"
971,NA,60300625,"SMAN 1 MERAUKE",513.916,"PAPUA","KAB. MERAUKE","SMA"
972,-184,20538321,"SMAN 1 NGANJUK",513.904,"JAWA TIMUR","KAB. NGANJUK","SMA"
973,NA,20606856,"SMAS YUPPENTEK 1",513.861,"BANTEN","KOTA TANGERANG","SMA"
974,NA,20503375,"SMK NEGERI 1 JOMBANG",513.857,"JAWA TIMUR","KAB. JOMBANG","SMK"
975,NA,20606851,"SMAN 11 TANGERANG",513.824,"BANTEN","KOTA TANGERANG","SMA"
976,NA,20232396,"SMAS PGRI CIBINONG",513.811,"JAWA BARAT","KAB. BOGOR","SMA"
977,-281,20503407,"SMA NEGERI NGORO",513.753,"JAWA TIMUR","KAB. JOMBANG","SMA"
978,NA,20536297,"SMAN 2 PROBOLINGGO",513.634,"JAWA TIMUR","KOTA PROBOLINGGO","SMA"
979,NA,69760562,"SMAN 18 BEKASI",513.62,"JAWA BARAT","KOTA BEKASI","SMA"
980,NA,20517766,"SMKN 1 SINGOSARI",513.597,"JAWA TIMUR","KAB. MALANG","SMK"
981,NA,20363028,"MAN 1 KOTA PEKALONGAN",513.596,"JAWA TENGAH","KOTA PEKALONGAN","MA"
982,NA,20232371,"SMAN 1 TAJURHALANG",513.534,"JAWA BARAT","KAB. BOGOR","SMA"
983,NA,20103781,"SMKN 51 JAKARTA",513.375,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMK"
984,-231,20508492,"SMAN 2 NGAWI",513.344,"JAWA TIMUR","KAB. NGAWI","SMA"
985,NA,20540064,"SMAS MUHAMMADIYAH 2",513.317,"JAWA TIMUR","KAB. SIDOARJO","SMA"
986,-97,20221590,"SMAS MARDI YUANA",513.29,"JAWA BARAT","KOTA SUKABUMI","SMA"
987,-90,20223019,"SMAN 10 BEKASI",513.26,"JAWA BARAT","KOTA BEKASI","SMA"
988,-661,20606848,"SMAN 2 TANGERANG",513.253,"BANTEN","KOTA TANGERANG","SMA"
989,-47,50101706,"SMAN 1 KUTA SELATAN",513.244,"BALI","KAB. BADUNG","SMA"
990,-109,30401066,"SMA Negeri 1 Samarinda",513.175,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
991,NA,20503411,"SMA NEGERI BARENG",513.157,"JAWA TIMUR","KAB. JOMBANG","SMA"
992,NA,20314906,"SMAN 2 CEPU",513.125,"JAWA TENGAH","KAB. BLORA","SMA"
993,-100,20221559,"SMAN 1 SUKABUMI",513.106,"JAWA BARAT","KOTA SUKABUMI","SMA"
994,NA,20542496,"SMAN 1 DURENAN",513.1,"JAWA TIMUR","KAB. TRENGGALEK","SMA"
995,-29,20537286,"SMKN 1 BOYOLANGU",513.092,"JAWA TIMUR","KAB. TULUNGAGUNG","SMK"
996,NA,10403902,"SMK NEGERI 1 PEKANBARU",513.079,"RIAU","KOTA PEKANBARU","SMK"
997,NA,20313849,"SMAN 1 GUBUG",513.075,"JAWA TENGAH","KAB. GROBOGAN","SMA"
998,-537,10901104,"SMAN 1 PANGKAL PINANG",513.048,"KEPULAUAN BANGKA BELITUNG","KOTA PANGKALPINANG","SMA"
999,NA,20580755,"MAN KOTA SURABAYA",513.027,"JAWA TIMUR","KOTA SURABAYA","MA"
1000,-189,20303985,"SMAN 1 BAWANG",513.023,"JAWA TENGAH","KAB. BANJARNEGARA","SMA"
