"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
645,205,69857938,"SMAN 12 KOTA DEPOK",525.962,"JAWA BARAT","KOTA DEPOK","SMA"
646,312,10263738,"MAN 1 KOTA BUKITTINGGI",525.891,"SUMATERA BARAT","KOTA BUKITTINGGI","MA"
647,NA,69886285,"SMA ISLAM AL-FAJAR",525.849,"JAWA BARAT","KOTA BEKASI","SMA"
648,27,20220341,"SMAN 10 BOGOR",525.81,"JAWA BARAT","KOTA BOGOR","SMA"
649,-169,20219306,"SMAN 6 BANDUNG",525.774,"JAWA BARAT","KOTA BANDUNG","SMA"
650,NA,20532167,"SMAS LUQMAN AL HAKIM",525.705,"JAWA TIMUR","KOTA SURABAYA","SMA"
651,261,20101627,"SMAN 101 JAKARTA",525.664,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
652,-271,20103311,"SMAN 53 JAKARTA",525.649,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
653,-169,20229168,"SMAN 6 KOTA DEPOK",525.637,"JAWA BARAT","KOTA DEPOK","SMA"
654,249,30201459,"SMAN 1 SAMPIT",525.626,"KALIMANTAN TENGAH","KAB. KOTAWARINGIN TIMUR","SMA"
655,24,10307309,"SMAN 1 PARIAMAN",525.591,"SUMATERA BARAT","KOTA PARIAMAN","SMA"
656,-160,20321907,"SMAN 1 KENDAL",525.435,"JAWA TENGAH","KAB. KENDAL","SMA"
657,303,20534408,"SMKN 2 KEDIRI",525.411,"JAWA TIMUR","KOTA KEDIRI","SMK"
658,-389,10807063,"SMAN 2 BANDAR LAMPUNG",525.347,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
659,-330,20229167,"SMAN 5 KOTA DEPOK",525.231,"JAWA BARAT","KOTA DEPOK","SMA"
660,115,20107305,"SMA ISLAM AL-AZHAR 2 JAKARTA",525.173,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
661,-415,50100337,"SMAN 1 SINGARAJA",525.115,"BALI","KAB. BULELENG","SMA"
662,NA,20219776,"SMAS PLUS AL GHIFARI BANDUNG",525.084,"JAWA BARAT","KOTA BANDUNG","SMA"
663,271,20533613,"SMAS PANJURA",525.039,"JAWA TIMUR","KOTA MALANG","SMA"
664,-179,20534749,"SMAN 2",525.03,"JAWA TIMUR","KOTA MOJOKERTO","SMA"
665,254,20519298,"SMAN 1 PURWOSARI",524.935,"JAWA TIMUR","KAB. PASURUAN","SMA"
666,-409,10807561,"SMAN 1 METRO",524.93,"LAMPUNG","KOTA METRO","SMA"
667,277,20224114,"SMA NEGERI 3 CIMAHI",524.928,"JAWA BARAT","KOTA CIMAHI","SMA"
668,-38,20603267,"SMAN 7 KOTA TANGERANG SELATAN",524.853,"BANTEN","KOTA TANGERANG SELATAN","SMA"
669,-122,20270492,"SMAN 8 DEPOK",524.833,"JAWA BARAT","KOTA DEPOK","SMA"
670,321,20329509,"SMA Negeri 4 Pekalongan",524.78,"JAWA TENGAH","KOTA PEKALONGAN","SMA"
671,NA,20532205,"SMKN 1 SURABAYA",524.634,"JAWA TIMUR","KOTA SURABAYA","SMK"
672,-29,10300299,"SMA NEGERI 1 AMPEK ANGKEK",524.578,"SUMATERA BARAT","KAB. AGAM","SMA"
673,-125,20402810,"SMA NEGERI 1 PENGASIH",524.446,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
674,-82,20330330,"SMKN 1 GOMBONG",524.4,"JAWA TENGAH","KAB. KEBUMEN","SMK"
675,166,20362990,"MAN 2 KEBUMEN",524.379,"JAWA TENGAH","KAB. KEBUMEN","MA"
676,-114,20535052,"SMAN 3 BLITAR",524.333,"JAWA TIMUR","KOTA BLITAR","SMA"
677,-243,20227474,"SMAN 1 GARUT",524.266,"JAWA BARAT","KAB. GARUT","SMA"
678,-331,20302170,"SMAN 1 AJIBARANG",524.22,"JAWA TENGAH","KAB. BANYUMAS","SMA"
679,-247,20323398,"SMA NEGERI 1 KAJEN",524.182,"JAWA TENGAH","KAB. PEKALONGAN","SMA"
680,NA,20177960,"MAN 9 JAKARTA",524.168,"DKI JAKARTA","KOTA JAKARTA TIMUR","MA"
681,-257,20303231,"SMAN 1 BOBOTSARI",524.154,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
682,85,20541242,"SMAN 1 SUMBERREJO",524.112,"JAWA TIMUR","KAB. BOJONEGORO","SMA"
683,-70,30304598,"SMAN 2 BANJARBARU",524.03,"KALIMANTAN SELATAN","KOTA BANJARBARU","SMA"
684,29,20606289,"SMAN 1 CILEGON",524.009,"BANTEN","KOTA CILEGON","SMA"
685,-215,40311951,"SMAN 17 MAKASSAR",523.966,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
686,-36,20532243,"SMAN 10 SURABAYA",523.962,"JAWA TIMUR","KOTA SURABAYA","SMA"
687,-184,20223043,"SMAN 6 BEKASI",523.953,"JAWA BARAT","KOTA BEKASI","SMA"
688,14,20103312,"SMAN 51 JAKARTA",523.942,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
689,63,20100219,"SMAN 24 JAKARTA",523.922,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
690,NA,50103170,"SMAS SARASWATI",523.91,"BALI","KOTA DENPASAR","SMA"
691,72,20554539,"SMAS BRAWIJAYA SMART SCHOOL",523.839,"JAWA TIMUR","KOTA MALANG","SMA"
692,-372,10502884,"SMAN TITIAN TERAS",523.765,"JAMBI","KAB. MUARO JAMBI","SMA"
693,189,20322741,"SMA NEGERI 1 SUBAH",523.759,"JAWA TENGAH","KAB. BATANG","SMA"
694,NA,20362828,"MAN 2 CILACAP",523.725,"JAWA TENGAH","KAB. CILACAP","MA"
695,162,20330346,"SMAS AL ISLAM 1 SURAKARTA",523.688,"JAWA TENGAH","KOTA SURAKARTA","SMA"
696,213,20509317,"SMAN 1 MAOSPATI",523.516,"JAWA TIMUR","KAB. MAGETAN","SMA"
697,-327,20501702,"SMAN 2 SIDOARJO",523.502,"JAWA TIMUR","KAB. SIDOARJO","SMA"
698,-90,20223040,"SMAN 9 BEKASI",523.485,"JAWA BARAT","KOTA BEKASI","SMA"
699,201,50103126,"SMAN 2 DENPASAR",523.477,"BALI","KOTA DENPASAR","SMA"
700,73,20401193,"SMKN 1 DEPOK",523.425,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
701,69,20523826,"SMAN 4 JEMBER",523.285,"JAWA TIMUR","KAB. JEMBER","SMA"
702,-4,20320241,"SMA NEGERI 2 UNGARAN",523.276,"JAWA TENGAH","KAB. SEMARANG","SMA"
703,NA,20229147,"SMAS BINTARA DEPOK",523.197,"JAWA BARAT","KOTA DEPOK","SMA"
704,275,20309691,"SMKN 1 KLATEN",523.138,"JAWA TENGAH","KAB. KLATEN","SMK"
705,NA,20411884,"MAN 2 KULON PROGO",523.134,"DI YOGYAKARTA","KAB. KULON PROGO","MA"
706,-199,20321448,"SMK NEGERI 2 TEMANGGUNG",523.127,"JAWA TENGAH","KAB. TEMANGGUNG","SMK"
707,91,20327586,"SMKN 2 MAGELANG",523.112,"JAWA TENGAH","KOTA MAGELANG","SMK"
708,-14,20584134,"MAN 1 BLITAR",523.111,"JAWA TIMUR","KAB. BLITAR","MA"
709,73,20310420,"SMAN 2 SUKOHARJO",523.104,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
710,-75,20363221,"MAS PPMI ASSALAAM",523.102,"JAWA TENGAH","KAB. SUKOHARJO","MA"
711,-120,20400416,"SMK NEGERI 1 BANTUL",523.085,"DI YOGYAKARTA","KAB. BANTUL","SMK"
712,NA,20402795,"SMA NEGERI 1 TEMON",523.048,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
713,NA,60725017,"MAN 10 JAKARTA",523.024,"DKI JAKARTA","KOTA JAKARTA BARAT","MA"
714,23,20215991,"SMAN 1 SINDANG",522.98,"JAWA BARAT","KAB. INDRAMAYU","SMA"
715,-86,20219247,"SMAN 25 BANDUNG",522.956,"JAWA BARAT","KOTA BANDUNG","SMA"
716,-170,10497552,"SMA IT AL ITTIHAD",522.87,"RIAU","KOTA PEKANBARU","SMA"
717,265,20533816,"SMKN 4 MALANG",522.857,"JAWA TIMUR","KOTA MALANG","SMK"
718,NA,20100218,"SMAN 20 JAKARTA",522.854,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
719,-79,20330332,"SMKN 1 KEBUMEN",522.833,"JAWA TENGAH","KAB. KEBUMEN","SMK"
720,-195,20219238,"SMAN 15 BANDUNG",522.722,"JAWA BARAT","KOTA BANDUNG","SMA"
721,-261,20220334,"SMAN 4 BOGOR",522.719,"JAWA BARAT","KOTA BOGOR","SMA"
722,NA,20331830,"SMKS FARMASI NASIONAL SURAKARTA",522.608,"JAWA TENGAH","KOTA SURAKARTA","SMK"
723,NA,20505026,"SMKN 1 TUBAN",522.594,"JAWA TIMUR","KAB. TUBAN","SMK"
724,4,69943715,"SMA AL ADZKAR",522.525,"BANTEN","KOTA TANGERANG SELATAN","SMA"
725,-202,20306806,"SMA NEGERI 2 WONOSOBO",522.525,"JAWA TENGAH","KAB. WONOSOBO","SMA"
726,-88,20303246,"SMAN 2 PURBALINGGA",522.473,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
727,NA,20223136,"SMKN 1 KOTA BEKASI",522.423,"JAWA BARAT","KOTA BEKASI","SMK"
728,-12,20325279,"SMAN 3 SLAWI",522.358,"JAWA TENGAH","KAB. TEGAL","SMA"
729,-32,20219240,"SMAN 13 BANDUNG",522.331,"JAWA BARAT","KOTA BANDUNG","SMA"
730,NA,20231308,"SMAS KORNITA",522.299,"JAWA BARAT","KAB. BOGOR","SMA"
731,-364,20305025,"SMAN 2 KEBUMEN",522.25,"JAWA TENGAH","KAB. KEBUMEN","SMA"
732,-181,50101121,"SMAN 1 TABANAN",522.154,"BALI","KAB. TABANAN","SMA"
733,83,20502724,"SMAN 1 MOJOSARI",522.15,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
734,187,20305026,"SMAN 1 PREMBUN",522.134,"JAWA TENGAH","KAB. KEBUMEN","SMA"
735,NA,10901156,"SMKN 1 PANGKALPINANG",522.114,"KEPULAUAN BANGKA BELITUNG","KOTA PANGKALPINANG","SMK"
736,NA,20584616,"MAN SIDOARJO",522.014,"JAWA TIMUR","KAB. SIDOARJO","MA"
737,-27,50101696,"SMAN 1 KUTA UTARA",521.957,"BALI","KAB. BADUNG","SMA"
738,231,20508468,"SMKN 1 NGAWI",521.946,"JAWA TIMUR","KAB. NGAWI","SMK"
739,NA,20275048,"SMAN 16 BEKASI",521.907,"JAWA BARAT","KOTA BEKASI","SMA"
740,NA,20501695,"SMKN 2 BUDURAN",521.82,"JAWA TIMUR","KAB. SIDOARJO","SMK"
741,-2,20323503,"SMA NEGERI 1 WIRADESA",521.803,"JAWA TENGAH","KAB. PEKALONGAN","SMA"
742,-347,20322744,"SMA NEGERI 1 BATANG",521.656,"JAWA TENGAH","KAB. BATANG","SMA"
743,91,20229150,"SMAS CAKRA BUANA",521.65,"JAWA BARAT","KOTA DEPOK","SMA"
744,NA,20219277,"SMAS YAS BANDUNG",521.633,"JAWA BARAT","KOTA BANDUNG","SMA"
745,4,20519303,"SMAN 1 BANGIL",521.617,"JAWA TIMUR","KAB. PASURUAN","SMA"
746,-16,20219257,"SMAN 10 BANDUNG",521.608,"JAWA BARAT","KOTA BANDUNG","SMA"
747,NA,20531146,"SMAN 1 BANGKALAN",521.506,"JAWA TIMUR","KAB. BANGKALAN","SMA"
748,NA,50103632,"SMAN 8 DENPASAR",521.493,"BALI","KOTA DENPASAR","SMA"
749,NA,20317499,"SMKN 1 KUDUS",521.486,"JAWA TENGAH","KAB. KUDUS","SMK"
750,-45,20107306,"SMAS ISLAM AL-AZHAR 3 JAKARTA",521.48,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
751,NA,20533813,"SMKN 1 MALANG",521.449,"JAWA TIMUR","KOTA MALANG","SMK"
752,43,10303090,"SMA N 1 PASAMAN",521.359,"SUMATERA BARAT","KAB. PASAMAN BARAT","SMA"
753,-83,20320244,"SMA NEGERI 1 TENGARAN",521.348,"JAWA TENGAH","KAB. SEMARANG","SMA"
754,NA,10263753,"MAS KMI DINIYAH PUTERI",521.27,"SUMATERA BARAT","KOTA PADANG PANJANG","MA"
755,-322,20532232,"SMAN 21 SURABAYA",521.269,"JAWA TIMUR","KOTA SURABAYA","SMA"
756,-136,20107289,"SMA CHARITAS",521.252,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
757,7,20403144,"SMAS SANTA MARIA",521.19,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
758,NA,20231717,"SMAS NASIONAL 1",521.157,"JAWA BARAT","KOTA BEKASI","SMA"
759,NA,20238003,"SMAS AL - MUSLIM",521.129,"JAWA BARAT","KAB. BEKASI","SMA"
760,-133,30304280,"SMAN 1 BANJARMASIN",521.104,"KALIMANTAN SELATAN","KOTA BANJARMASIN","SMA"
761,-34,10303781,"SMAN 1 SOLOK",521.019,"SUMATERA BARAT","KOTA SOLOK","SMA"
762,NA,20220316,"SMAS PESAT",520.882,"JAWA BARAT","KOTA BOGOR","SMA"
763,-291,20313845,"SMAN 1 PURWODADI",520.838,"JAWA TENGAH","KAB. GROBOGAN","SMA"
764,NA,20510100,"SMKN 1 PONOROGO",520.812,"JAWA TIMUR","KAB. PONOROGO","SMK"
765,-230,20613768,"SMAN 6 KOTA TANGERANG SELATAN",520.725,"BANTEN","KOTA TANGERANG SELATAN","SMA"
766,-155,20403295,"SMKN 7 YOGYAKARTA",520.693,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
767,NA,20514351,"SMAN 1 GARUM",520.692,"JAWA TIMUR","KAB. BLITAR","SMA"
768,NA,20331899,"SMA DON BOSKO",520.66,"JAWA TENGAH","KOTA SEMARANG","SMA"
769,185,20218378,"SMAN 1 CIKARANG SELATAN",520.629,"JAWA BARAT","KAB. BEKASI","SMA"
770,-149,20224112,"SMA NEGERI 5 CIMAHI",520.627,"JAWA BARAT","KOTA CIMAHI","SMA"
771,NA,20101605,"SMAN 56 JAKARTA",520.562,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
772,-184,20521711,"SMAN 2 BONDOWOSO",520.54,"JAWA TIMUR","KAB. BONDOWOSO","SMA"
773,NA,10203537,"SMAN 1 SIDIKALANG",520.492,"SUMATERA UTARA","KAB. DAIRI","SMA"
774,NA,20107589,"SMAS GLOBAL ISLAMIC SCHOOL",520.481,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
775,44,20101583,"SMAN 96 JAKARTA",520.43,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
776,NA,20534385,"SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR",520.416,"JAWA TIMUR","KOTA KEDIRI","SMA"
777,190,20532211,"SMKN 5 SURABAYA",520.415,"JAWA TIMUR","KOTA SURABAYA","SMK"
778,185,20517732,"SMAN 1 PAGAK",520.388,"JAWA TIMUR","KAB. MALANG","SMA"
779,NA,20328910,"SMA NEGERI 13",520.375,"JAWA TENGAH","KOTA SEMARANG","SMA"
780,NA,69972822,"SMA IT ADZKIA",520.367,"JAWA BARAT","KAB. SUKABUMI","SMA"
781,-81,30401058,"SMA Negeri 3 Samarinda",520.322,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
782,NA,20102587,"SMKN 20 JAKARTA",520.215,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
783,NA,69872144,"SMAN 19 BATAM",520.127,"KEPULAUAN RIAU","KOTA BATAM","SMA"
784,118,20100779,"SMAN 75 JAKARTA",520.094,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
785,NA,20504480,"SMAN 4 BOJONEGORO",520.017,"JAWA TIMUR","KAB. BOJONEGORO","SMA"
786,-177,10303610,"SMAN 2 PADANG PANJANG",519.871,"SUMATERA BARAT","KOTA PADANG PANJANG","SMA"
787,NA,20607924,"SMAN 15 TANGERANG",519.838,"BANTEN","KOTA TANGERANG","SMA"
788,NA,20177956,"MAN 8 JAKARTA",519.837,"DKI JAKARTA","KOTA JAKARTA TIMUR","MA"
789,-105,20534383,"SMAN 7 KEDIRI",519.805,"JAWA TIMUR","KOTA KEDIRI","SMA"
790,75,20318339,"SMA NEGERI 1 PECANGAAN",519.776,"JAWA TENGAH","KAB. JEPARA","SMA"
791,NA,20532118,"SMAS TRI MURTI SURABAYA",519.746,"JAWA TIMUR","KOTA SURABAYA","SMA"
792,NA,20538325,"SMAN 1 TANJUNGANOM",519.739,"JAWA TIMUR","KAB. NGANJUK","SMA"
793,NA,30403011,"SMAS SF Assisi Samarinda",519.701,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
794,84,11000434,"SMAN 2 TANJUNGPINANG",519.644,"KEPULAUAN RIAU","KOTA TANJUNGPINANG","SMA"
795,-390,20606847,"SMAN 3 TANGERANG",519.637,"BANTEN","KOTA TANGERANG","SMA"
796,NA,20363180,"MAN PURBALINGGA",519.632,"JAWA TENGAH","KAB. PURBALINGGA","MA"
797,NA,20339024,"SMA NEGERI 3 PATI",519.611,"JAWA TENGAH","KAB. PATI","SMA"
798,NA,20219145,"SMKN 3 BANDUNG",519.566,"JAWA BARAT","KOTA BANDUNG","SMK"
799,-294,20506254,"SMA NEGERI 2 LAMONGAN",519.53,"JAWA TIMUR","KAB. LAMONGAN","SMA"
800,NA,20317493,"SMAN 1 JEKULO KUDUS",519.462,"JAWA TENGAH","KAB. KUDUS","SMA"
801,-217,20219239,"SMAN 14 BANDUNG",519.437,"JAWA BARAT","KOTA BANDUNG","SMA"
802,NA,20253307,"SMKN 3 KOTA BEKASI",519.424,"JAWA BARAT","KOTA BEKASI","SMK"
803,NA,20224540,"SMA AL MUTTAQIN",519.152,"JAWA BARAT","KOTA TASIKMALAYA","SMA"
804,135,69933838,"SMA IT FITHRAH INSANI",519.121,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
805,108,20523845,"SMAN 1 KENCONG",519.101,"JAWA TIMUR","KAB. JEMBER","SMA"
806,2,20311307,"SMAN 1 BATURETNO",519.078,"JAWA TENGAH","KAB. WONOGIRI","SMA"
807,187,20613785,"SMAN 23 KABUPATEN TANGERANG",519.049,"BANTEN","KAB. TANGERANG","SMA"
808,-47,10404022,"SMAS SANTA MARIA",518.987,"RIAU","KOTA PEKANBARU","SMA"
809,NA,10219919,"SMAS HARAPAN 3 DELI TUA",518.971,"SUMATERA UTARA","KAB. DELI SERDANG","SMA"
810,NA,20103293,"SMAN 102 JAKARTA",518.935,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
811,-22,20303240,"SMKN 1 PURBALINGGA",518.922,"JAWA TENGAH","KAB. PURBALINGGA","SMK"
812,NA,50103179,"SMAS KRISTEN HARAPAN",518.91,"BALI","KOTA DENPASAR","SMA"
813,-190,20529954,"SMAN 1 SUMENEP",518.889,"JAWA TIMUR","KAB. SUMENEP","SMA"
814,-58,30405623,"SMAN 2 SANGATTA UTARA",518.888,"KALIMANTAN TIMUR","KAB. KUTAI TIMUR","SMA"
815,117,50203310,"SMAN 1 SUMBAWA BESAR",518.847,"NUSA TENGGARA BARAT","KAB. SUMBAWA","SMA"
816,-292,20511953,"SMAN 1 PARE",518.787,"JAWA TIMUR","KAB. KEDIRI","SMA"
817,-157,20402817,"SMK N 2 PENGASIH",518.753,"DI YOGYAKARTA","KAB. KULON PROGO","SMK"
818,18,20402124,"SMAN 1 KARANGMOJO",518.724,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
819,-243,20324218,"SMAN 1 COMAL",518.692,"JAWA TENGAH","KAB. PEMALANG","SMA"
820,-405,20220335,"SMAN 6 BOGOR",518.615,"JAWA BARAT","KOTA BOGOR","SMA"
821,NA,20229175,"SMAS SEJAHTERA 1 DEPOK",518.602,"JAWA BARAT","KOTA DEPOK","SMA"
822,NA,20364979,"MAS AL HIKMAH 2",518.565,"JAWA TENGAH","KAB. BREBES","MA"
823,31,30105075,"SMAS GEMBALA BAIK PONTIANAK",518.556,"KALIMANTAN BARAT","KOTA PONTIANAK","SMA"
824,NA,20107320,"SMAN 79 JAKARTA",518.537,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
825,113,20231719,"SMAN 13 BEKASI",518.528,"JAWA BARAT","KOTA BEKASI","SMA"
826,NA,10303504,"SMAN 7 PADANG",518.475,"SUMATERA BARAT","KOTA PADANG","SMA"
827,NA,10211680,"SMAS KALAM KUDUS",518.45,"SUMATERA UTARA","KOTA PEMATANGSIANTAR","SMA"
828,NA,50105492,"SMAN BALI MANDARA",518.441,"BALI","KAB. BULELENG","SMA"
829,NA,20206214,"SMKN 1 KATAPANG",518.416,"JAWA BARAT","KAB. BANDUNG","SMK"
830,-29,20321835,"SMAN 1 SUKOREJO",518.409,"JAWA TENGAH","KAB. KENDAL","SMA"
831,-9,20403280,"SMKN 2 YOGYAKARTA",518.409,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
832,-32,20222311,"SMAN 6 CIREBON",518.396,"JAWA BARAT","KOTA CIREBON","SMA"
833,-71,20551724,"SMAN 1 SUTOJAYAN",518.378,"JAWA TIMUR","KAB. BLITAR","SMA"
834,34,69893110,"SMA DAARUT TAUHIID BOARDING SCHOOL",518.369,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
835,-90,20302168,"SMAN 4 PURWOKERTO",518.367,"JAWA TENGAH","KAB. BANYUMAS","SMA"
836,NA,20321429,"SMA NEGERI 1 CANDIROTO",518.358,"JAWA TENGAH","KAB. TEMANGGUNG","SMA"
837,-433,20216938,"SMAN 1 SUBANG",518.274,"JAWA BARAT","KAB. SUBANG","SMA"
838,-171,20525855,"SMAN 1 GIRI",518.118,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
839,49,20102580,"SMK NEGERI 41 JAKARTA",518.085,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
840,-118,20321974,"SMAN 1 BOJA",518.068,"JAWA TENGAH","KAB. KENDAL","SMA"
841,NA,10508041,"MAN 1 KOTA LUBUK LINGGAU",518.022,"SUMATERA SELATAN","KOTA LUBUK LINGGAU","MA"
842,-128,50103122,"SMAN 5 DENPASAR",518.017,"BALI","KOTA DENPASAR","SMA"
843,NA,60725005,"MAN 12 JAKARTA",517.988,"DKI JAKARTA","KOTA JAKARTA BARAT","MA"
844,NA,40306507,"SMAS KRISTEN BARANA",517.985,"SULAWESI SELATAN","KAB. TORAJA UTARA","SMA"
845,NA,69954194,"SMA ISLAM AL - AZHAR 18 GRAND WISATA",517.954,"JAWA BARAT","KAB. BEKASI","SMA"
846,NA,20103230,"SMAS ISLAM PB SOEDIRMAN",517.762,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
847,127,20362931,"MAN 1 JEPARA",517.69,"JAWA TENGAH","KAB. JEPARA","MA"
848,NA,20270776,"SMAN 2 GUNUNG PUTRI",517.677,"JAWA BARAT","KAB. BOGOR","SMA"
849,-2,20580038,"MAN KOTA BATU",517.569,"JAWA TIMUR","KOTA BATU","MA"
850,-79,20308441,"SMAN 1 TERAS",517.514,"JAWA TENGAH","KAB. BOYOLALI","SMA"
851,NA,20219146,"SMKN 2 BANDUNG",517.501,"JAWA BARAT","KOTA BANDUNG","SMK"
852,-3,20584211,"MAN 1 MALANG",517.498,"JAWA TIMUR","KAB. MALANG","MA"
853,-372,50102779,"SMAN 2 AMLAPURA",517.458,"BALI","KAB. KARANG ASEM","SMA"
854,NA,20219144,"SMKN 4 BANDUNG",517.457,"JAWA BARAT","KOTA BANDUNG","SMK"
855,NA,20525861,"SMAN 1 ROGOJAMPI",517.431,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
856,133,20315695,"SMA NEGERI 1 LASEM",517.428,"JAWA TENGAH","KAB. REMBANG","SMA"
857,NA,20220321,"SMAS KOSGORO",517.42,"JAWA BARAT","KOTA BOGOR","SMA"
858,48,20330282,"SMAN 1 KARANGANYAR",517.406,"JAWA TENGAH","KAB. KEBUMEN","SMA"
859,NA,20504487,"SMAN 1 PADANGAN",517.403,"JAWA TIMUR","KAB. BOJONEGORO","SMA"
860,-45,20305011,"SMAN 1 KLIRONG",517.398,"JAWA TENGAH","KAB. KEBUMEN","SMA"
861,-199,50101705,"SMAN 1 KUTA",517.365,"BALI","KAB. BADUNG","SMA"
862,NA,20229174,"SMA PUTRA BANGSA",517.352,"JAWA BARAT","KOTA DEPOK","SMA"
863,99,20177959,"MAN 2 JAKARTA",517.33,"DKI JAKARTA","KOTA JAKARTA TIMUR","MA"
864,-374,20220338,"SMAN 9 BOGOR",517.3,"JAWA BARAT","KOTA BOGOR","SMA"
865,NA,20308445,"SMAN 1 NGEMPLAK",517.283,"JAWA TENGAH","KAB. BOYOLALI","SMA"
866,NA,20510134,"SMAN 1 BADEGAN",517.278,"JAWA TIMUR","KAB. PONOROGO","SMA"
867,76,20303942,"SMKN 1 BAWANG",517.231,"JAWA TENGAH","KAB. BANJARNEGARA","SMK"
868,NA,20517731,"SMAN 1 NGANTANG",517.219,"JAWA TIMUR","KAB. MALANG","SMA"
869,NA,20220327,"SMAS INSAN KAMIL",517.111,"JAWA BARAT","KOTA BOGOR","SMA"
870,-119,20318318,"SMK NEGERI 3 JEPARA",517.035,"JAWA TENGAH","KAB. JEPARA","SMK"
871,NA,20306173,"SMAN 5 PURWOREJO",516.951,"JAWA TENGAH","KAB. PURWOREJO","SMA"
872,NA,20109246,"SMKN 62 JAKARTA",516.939,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
873,NA,10404013,"SMA NEGERI 2 PEKANBARU",516.925,"RIAU","KOTA PEKANBARU","SMA"
874,82,20363271,"MAS ALI MAKSUM",516.912,"DI YOGYAKARTA","KAB. BANTUL","MA"
875,-321,10900232,"SMAN 1 SUNGAI LIAT",516.862,"KEPULAUAN BANGKA BELITUNG","KAB. BANGKA","SMA"
876,NA,69866096,"SMA AL MINHAJ",516.846,"JAWA BARAT","KAB. BOGOR","SMA"
877,-390,20218379,"SMAN 2 TAMBUN SELATAN",516.838,"JAWA BARAT","KAB. BEKASI","SMA"
878,105,20623136,"SMAS ISLAM TERPADU ALIA TANGERANG",516.825,"BANTEN","KAB. TANGERANG","SMA"
879,-215,20319280,"SMAN 1 DEMAK",516.781,"JAWA TENGAH","KAB. DEMAK","SMA"
880,-1,20312189,"SMAN 2 KARANGANYAR",516.761,"JAWA TENGAH","KAB. KARANGANYAR","SMA"
881,-48,20325258,"SMKN 1 SLAWI",516.742,"JAWA TENGAH","KAB. TEGAL","SMK"
882,83,20603346,"SMAS ISLAMIC VILLAGE",516.726,"BANTEN","KAB. TANGERANG","SMA"
883,NA,20511958,"SMAN 1 KANDAT",516.704,"JAWA TIMUR","KAB. KEDIRI","SMA"
884,45,10303501,"SMAN 4 PADANG",516.704,"SUMATERA BARAT","KOTA PADANG","SMA"
885,-164,20363035,"MAN SALATIGA",516.673,"JAWA TENGAH","KOTA SALATIGA","MA"
886,NA,20309688,"SMAN 1 WONOSARI",516.67,"JAWA TENGAH","KAB. KLATEN","SMA"
887,NA,20224109,"SMA NEGERI 4 CIMAHI",516.667,"JAWA BARAT","KOTA CIMAHI","SMA"
888,NA,20400396,"SMA PANGUDI LUHUR SEDAYU",516.637,"DI YOGYAKARTA","KAB. BANTUL","SMA"
889,NA,20532233,"SMAN 22 SURABAYA",516.635,"JAWA TIMUR","KOTA SURABAYA","SMA"
890,-17,30401059,"SMA Negeri 2 Samarinda",516.585,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
891,NA,10210853,"SMAN 2 MEDAN",516.512,"SUMATERA UTARA","KOTA MEDAN","SMA"
